,sno,complaint,complaint_description,complaint_type,recieved_date,incident_date,county,incident_closed_date,incident_status_desc,incident_zip
46,47,232295,odor,Air,2024-03-07,2024-03-07,Anne Arundel,,Under Investigation,
47,48,232291,Odor from the Curtis Creek area,Air,2024-03-07,2024-03-07,Anne Arundel,,Under Investigation,
48,49,232290,odor from Curtis Bay Medical Waste,Air,2024-03-07,2024-03-07,Anne Arundel,,Under Investigation,
49,50,232289,odor,Air,2024-03-07,2024-03-07,Anne Arundel,,Under Investigation,
50,51,232288,odor,Air,2024-03-07,2024-03-07,Anne Arundel,,Under Investigation,
51,52,232287,odor,Air,2024-03-07,2024-03-07,Anne Arundel,,Under Investigation,
52,53,232286,fish odor,Air,2024-03-06,2024-03-06,Anne Arundel,,Under Investigation,
53,54,232285,rotting fish odor,Air,2024-03-06,2024-03-06,Anne Arundel,,Under Investigation,
54,55,232284,Foul odor,Air,2024-03-06,2024-03-06,Anne Arundel,,Under Investigation,
55,56,232281,HVAC and mold odors inside his apartment complex.,Air,2024-03-12,2024-03-08,Anne Arundel,2024-03-12,Incident Closed-No Violation Observed,
56,57,232280,Odor from flare burn off gases at the water treatment plant.,Air,2024-03-12,2024-03-08,Frederick,,Under Investigation,
57,58,232279,Plastic containers in his backyard are melting and believed to be from chemical releases from the airplanes.,Air,2024-03-12,2024-03-07,Anne Arundel,2024-03-12,Incident Closed-No Violation Observed,
58,59,232278,Odors from smokers detected in her apartment.,Air,2024-03-12,2024-03-07,Anne Arundel,2024-03-12,Incident Closed-No Violation Observed,
59,60,232273,Open burning creating nuisance smoke.,Open Burning,2024-03-11,2024-03-08,Caroline,2024-03-13,Incident Closed-No Violation Observed,21629
60,61,232264,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
61,62,232263,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
62,63,232262,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
63,64,232261,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
64,65,232260,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
65,66,232259,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
66,67,232258,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
67,68,232257,concern of loud noise in the Cheverly area,Other,2024-03-06,2024-03-06,Prince George's,2024-03-08,Incident Closed-Managed,
68,69,232253,Complainant states odors from Stahl Point Road and states Interstate Racing fuels.,Air,2024-03-07,2024-03-07,Anne Arundel,,Under Investigation,
69,70,232252,"Complainant states odor from the Curtis Medical Waste facility, odor by Curtis Creek bridge and odor detected at her house in Tanyard Cove.",Air,2024-03-07,2024-03-06,Anne Arundel,,Under Investigation,
70,71,232250,Chemical paint odor from a Company mixing paint and painting inside Apartment building.,Air,2024-03-07,2024-03-06,Anne Arundel,2024-03-07,Incident Closed-No Violation Observed,
71,72,232240,Open burning branches causing nuisance,Open Burning,2024-03-04,2024-03-03,Wicomico,2024-03-06,Incident Closed-No Violation Observed,21804
72,73,232216,Odor Complaint,Odor,2024-03-01,2024-03-01,Dorchester,2024-03-01,Incident Closed - No further action,21835
73,74,232215,Odor Complaint,Odor,2024-03-01,2024-03-01,Dorchester,2024-03-01,Incident Closed - No further action,21835
74,75,232214,Odor Complaint,Odor,2024-02-26,2024-02-26,Dorchester,2024-02-26,Incident Closed - No further action,21835
75,76,232205,Neighbor's fireplace is producing large amounts of smoke. Smoke enters into home and onto property. Concerned due to existing health issues.,"Air, Smoke",2024-02-29,2024-02-29,Carroll,,Referred to Outside Agency,
76,77,232204,Concern of loud boom noise in the Cheverly area,Other,2024-02-28,2024-02-28,Prince George's,2024-03-01,Incident Closed-Managed,
77,78,232203,Complainant describes a foul dead animal odor detected today.  She noticed odor at 8:45am when going outside and still lasting beyond notifying the Department today.,Air,2024-03-01,2024-03-01,Anne Arundel,2024-03-08,Incident Closed-No Violation Observed,21090
78,79,232193,Concern of neighbor painting cars,Other,2024-02-27,2024-02-27,Prince George's,2024-02-28,Incident Closed-Managed,20735
79,80,232191,Dust from sandblasting vehicles.  Permit for sandblasting vehicles and dust control equipment remains outstanding issues.,Air,2024-02-28,2024-02-28,Frederick,,Referred to Attorney General's Office,
80,81,232190,Overspray.  Second complaint received.  No filters on exhaust.,Air,2024-02-28,2024-02-28,Charles,,Under Investigation,
81,82,232188,Black smoke coming from the facility,Smoke,2024-02-27,2024-02-26,,,Under Investigation,21226
82,83,232187,Complainant detects smoke odor from firepit at 1158 Bay Highlands Drive.  The police and the fire department have responded to his calls.  The authorities advised him to seek medical attention if his throat was hurting.,Air,2024-02-27,2024-02-27,Anne Arundel,2024-02-28,Incident Closed-No Violation Observed,21403
83,84,232186,Odor Complaint,Odor,2024-02-26,2024-02-26,Anne Arundel,2024-02-26,Incident Closed - No further action,21226
84,85,232176,Hydrogen sulfide odor,Air,2024-02-26,2024-02-26,Anne Arundel,2024-03-08,Incident Closed-Managed,
85,86,232175,smoke odor,Air,2024-02-23,2024-02-23,Anne Arundel,2024-02-27,Incident Closed-No Violation Observed,
86,87,232169,Apartment renovations next door to her unit.  All appliances and interior fixtures removed.  Concern of asbestos.  Complainant detected an industrial odor.,Air,2024-02-22,2024-02-22,Anne Arundel,2024-02-23,Incident Closed-No Violation Observed,21122
87,88,222175,Drywall dust coming into apartment unit from HVAC system. Causing severe respiratory health problems.,"Air, Other",2024-02-20,2024-02-20,Montgomery,,Referred to Outside Agency,20788
88,89,222174,Black smoke observed coming from the roof of Curtis Bay Energy.  Video of incident was sent.,Smoke,2024-02-22,2024-02-21,,,Under Investigation,21226
89,90,222158,Dust and particles from sandblasting.,Fugitive Dust/Particulate Matter,2024-02-20,2024-02-20,Worcester,,Referred to Outside Agency,21842
90,91,222156,Mold inside her apartment.,Air,2024-02-15,2024-02-15,Baltimore,2024-02-16,Incident Closed-No Violation Observed,21223
91,92,222155,Spray paint and dust from sand blasting of commercial vehicles.  Permit for sandblasting and dust control equipment remains outstanding.  Three pallets of 50lb. bags of silica sand brought in today.,Air,2024-02-14,2024-02-14,Frederick,,Referred to Attorney General's Office,
92,93,222150,Private residence on Carters Mill Road is operating an illegal salvage yard on the property. Ongoing open burning of materials.,"Air, Open Burning",2024-02-16,2024-02-09,Cecil,,Referred to LMA,21921
93,94,222149,Dust,Fugitive Dust/Particulate Matter,2024-02-15,2024-02-15,Allegany,,Under Investigation,21532
94,95,222148,there is a garbage related odor in the Curtis Bay area.,Odor,2024-02-09,2024-02-09,Baltimore City,2024-02-16,Incident Closed-Managed,
95,96,222147,He smells an industrial odor in the residential neighborhood.,Odor,2024-02-09,2024-02-09,Baltimore City,2024-02-16,Incident Closed-Managed,
96,97,222146,He smells an industrial odor in the residential neighborhood.,Odor,2024-02-08,2024-02-08,Baltimore City,2024-02-16,Incident Closed-Managed,
97,98,222145,He smells an industrial odor in the residential neighborhood.,Odor,2024-02-07,2024-02-07,Baltimore City,2024-02-16,Incident Closed-Managed,
98,99,222144,There is a burnt tire odor in the area.,Odor,2024-02-06,2024-02-06,Baltimore City,2024-02-16,Incident Closed-Managed,
99,100,222143,Smoke from neighborhood school.,Smoke,2024-02-02,2024-02-02,Baltimore City,2024-02-16,Incident Closed-Managed,
100,101,222142,There is a garlic related odor in the area.,Odor,2024-02-05,2024-02-05,Baltimore,2024-02-16,Incident Closed-Managed,
101,102,222141,He smells an industrial odor in the residential neighborhood.,Odor,2024-02-05,2024-02-05,Baltimore City,2024-02-16,Incident Closed-Managed,
102,103,222140,skunk like odors is coming from a marijuana farm.,Odor,2024-02-02,2024-02-02,Baltimore,2024-02-16,Incident Closed-Managed,
103,104,222139,Dust nuisance from grading dirt racetrack.,Fugitive Dust/Particulate Matter,2024-02-05,2024-02-03,Worcester,2024-02-22,Incident Closed-Restored,21851
104,105,222138,Private residence on Carters Mill Road is operating an illegal salvage yard on the property. Ongoing open burning of materials.,"Air, Open Burning",2024-02-07,2024-02-07,Cecil,,Referred to LMA,21921
105,106,222122,spray paint odor,Air,2024-02-14,2024-02-14,Charles,,Clean-up Initiated,20601
106,107,222121,Smoke from Curtis Bay Energy,Smoke,2024-02-06,2024-02-06,,,Under Investigation,21226
107,108,222116,"Dispatch # 2024-0075
Incident #222116
Complainant reporting smell.
Maybe coming from Valley Proteins. Smell will make you sick to your stomach.",Odor,2024-02-13,2024-02-08,Baltimore City,2024-02-14,Incident Closed-Managed,21226
108,109,222114,Dust from Road Treatment (for snow),Fugitive Dust/Particulate Matter,2024-02-12,2024-02-12,Allegany,2024-02-16,Incident Closed - No further action,21532
109,110,222112,Neighbor is painting cars in yard. Conducting business in a residential area. Dumping excess paint in river behind property.,"Air, Fumes",2024-02-09,2023-12-22,Cecil,,Referred to Outside Agency,21901
110,111,222111,Concern of coffee smell in the Cheverly area.,Other,2024-02-03,2024-02-03,Prince George's,2024-02-12,Incident Closed-Managed,20785
111,112,222110,Concern of loud explosion in Cheverly area,Other,2024-02-10,2024-02-10,Prince George's,2024-02-12,Incident Closed-Managed,
112,113,222109,Concern of neighbor burning wet wood,Other,2024-02-09,2024-02-09,Prince George's,2024-02-12,Incident Closed-Managed,
113,114,222108,"Rotten, foul seafood or rotten poultry odor.  Odor like a dead animal.",Air,2024-02-09,2024-02-09,Anne Arundel,2024-02-14,Incident Closed-No Violation Observed,21090
114,115,222107,"Rotten, foul seafood or rotten poultry or dead animal odor in Northern Anne Arundel and Curtis Bay areas.",Air,2024-02-09,2024-02-09,Anne Arundel,2024-02-14,Incident Closed-No Violation Observed,21090
115,116,222106,Excessive idling of diesel boats causing excessive smell of diesel.,Odor,2024-02-09,2023-12-26,Talbot,,Referred to WMA,21652
116,117,222096,Smoke from burning leaves in firepit,Air,2024-02-06,2024-02-06,Anne Arundel,2024-02-08,Incident Closed-No Violation Observed,21113
117,118,222094,He smells an industrial odor in the residential neighborhood.,Odor,2024-01-27,2024-01-27,Baltimore City,2024-02-08,Incident Closed-Managed,
118,119,222093,He smells an industrial odor in the residential neighborhood.,Odor,2024-02-26,2024-01-26,Baltimore City,2024-02-08,Incident Closed-Managed,
119,120,222092,Strong garbage odor in the area of Curtis Bay.,Odor,2024-01-26,2024-01-26,Baltimore City,2024-02-08,Incident Closed-Managed,
120,121,222091,Smoke from a business getting into the neighborhood.,Smoke,2024-01-26,2024-01-26,Baltimore City,2024-02-08,Incident Closed-Managed,
121,122,222090,He smells an industrial odor in the residential neighborhood.,Odor,2024-01-25,2024-01-25,Baltimore City,2024-02-08,Incident Closed-Managed,
122,123,222089,He smells an industrial odor in the air at his business.,Odor,2024-01-23,2024-01-23,Baltimore City,2024-02-08,Incident Closed-Managed,
123,124,222088,He smells an industrial odor in the residential neighborhood.,Odor,2024-01-19,2024-01-19,Baltimore City,2024-02-08,Incident Closed-Managed,
124,125,222087,He smells an industrial odor in the residential neighborhood.,Odor,2024-01-16,2024-01-16,Baltimore City,2024-02-08,Incident Closed-Managed,
125,126,222086,"Neighbor is synthesizing illegal drugs, and she can smell the chemical reaction. Also, odors of the drugs being used.",Odor,2024-01-11,2024-01-11,Baltimore City,2024-02-08,Incident Closed-Managed,
126,127,222085,"2024-0063
Black smoke coming from Curtis Bay Energy.  Photo sent.",Smoke,2024-02-06,2024-02-06,,,Under Investigation,21226
127,128,222084,"2024-0046
2024-0047
Report of Smoke coming from Curtis Bay Energy.  Photos and video sent.",Smoke,2024-01-26,2024-01-26,,,Under Investigation,21226
128,129,222071,Smoke and odor emanating from neighbor's chimney stack.,"Air, Odor, Smoke",2024-02-01,2024-02-01,Cecil,,Referred to Outside Agency,21903
129,130,222070,Smoke and odor emanating from boiler at Village Square Terrace Apartments.,"Air, Odor, Smoke",2024-01-30,2024-01-30,Montgomery,2024-02-06,Incident Closed-Managed,20852
130,131,222068,concern of air pollution from private contractor,Other,2024-02-05,2024-02-05,Not Yet Determined,2024-02-05,Incident Closed-Managed,
131,132,222067,concern of loud noise in the Cheverly area,Other,2024-02-01,2024-02-01,Prince George's,2024-02-05,Incident Closed-Managed,
132,133,222055,"Dust from sand blasting vehicles. 
 The Complainant submitted a video attached in a text message.  Video does not transfer into ETS system.  Video viewed.  Dust observed from operations.  Dust accumulation on Complainant's property and personal vehicles.",Air,2024-02-01,2024-02-01,Frederick,,Referred to Attorney General's Office,
133,134,222054,Burning rubber type of odor,Air,2024-02-02,2024-02-01,Frederick,,Under Investigation,
134,135,222053,Inquiry regarding banning lawn mowers and leaf blowers,Other,2024-01-31,2024-01-31,Prince George's,2024-02-02,Incident Closed-Managed,
135,136,222052,concern of strong odor on RT 1 & 175,Other,2024-01-31,2024-01-31,Howard,2024-02-02,Incident Closed-Managed,
136,137,222051,Cardboard boxes stacked up in fire pit.  Complainant submitted 2 pictures.  Site inspection verifies pictures are accurate.,Air,2024-02-01,2024-02-01,Anne Arundel,2024-02-02,Incident Closed-Managed,21122
137,138,222044,Odor Complaint,Odor,2024-01-25,2024-01-25,Anne Arundel,2024-01-25,Incident Closed - No further action,21226
138,139,222043,Odor Complaint,Odor,2024-01-25,2024-01-25,Anne Arundel,2024-01-25,Incident Closed - No further action,21226
139,140,222036,Concern of neighbor burning leaf in the area.,Other,2024-01-30,2024-01-30,Prince George's,2024-02-02,Incident Closed-Managed,
140,141,222032,Concern of odor in college park dorm apartment,Other,2024-01-25,2024-01-25,Prince George's,2024-01-31,Incident Closed-Managed,
141,142,222027,Dust,Fugitive Dust/Particulate Matter,2024-01-26,,Baltimore,2024-01-29,Incident Closed-Managed,21227
142,143,222026,Spray painting odor from garage at 1391 Defense Hwy.,Air,2024-01-29,2024-01-29,Anne Arundel,,Under Investigation,
143,144,222022,Complainant called to say he thinks his neighbor is going to start his firepit in the future and cause smoke.  No firepit activity at the time of the phone call.,Air,2024-01-26,2024-01-26,Anne Arundel,2024-01-26,Incident Closed-No Violation Observed,21061
144,145,222019,Septic type odor.,Air,2024-01-25,2024-01-25,Anne Arundel,2024-02-06,Incident Closed-Managed,21060
145,146,222016,Dust,Fugitive Dust/Particulate Matter,2024-01-24,,Baltimore,2024-01-29,Incident Closed-Managed,21227
146,147,222015,Dust,Fugitive Dust/Particulate Matter,2024-01-24,,Baltimore,2024-01-29,Incident Closed-Managed,21227
147,148,222014,Burning cardboard outside backyard.,Air,2024-01-25,2024-01-25,Anne Arundel,,Under Investigation,
148,149,222012,The complainant states they are concerned with general poor air quality in Anne Arundel County.,Air,2024-01-24,2024-01-24,Anne Arundel,2024-01-25,Incident Closed-Managed,
149,150,222010,Black and gray smoke coming from Wheelabrator Stack,Smoke,2024-01-03,2024-01-03,,2024-01-24,Incident Closed-Managed,21230
150,151,222009,Smoke coming out of the building,Smoke,2024-01-24,2024-01-24,,,Under Investigation,21226
151,152,222008,Air smelt like burning rubber.  Smoke coming from Curtis Bay Medical waste.,"Odor, Smoke",2024-01-16,2024-01-13,,,Under Investigation,21226
152,153,222007,Plumes of black smoke coming from the facility.,Smoke,2024-01-05,2024-01-05,,,Under Investigation,21226
153,154,222005,Dust from concrete grinding,Fugitive Dust/Particulate Matter,2024-01-17,,Baltimore,2024-01-29,Incident Closed-Managed,21227
